kanji,kana,hirakana
頼もしい,たのもしい,たのもしい
足袋,たび,たび
ダブル,ダブル,だぶる
騙す,だます,だます
溜まる,たまる,たまる
ダム,ダム,だむ
ため息,ためいき,ためいき
躊躇う,ためらう,ためらう
だらし無い,だらしない,だらしない
足る,たる,たる
段階,だんかい,だんかい
短期,たんき,たんき
炭鉱,たんこう,たんこう
短所,たんしょ,たんしょ
箪笥,たんす,たんす
淡水,たんすい,たんすい
断水,だんすい,だんすい
単数,たんすう,たんすう
団地,だんち,だんち
断定,だんてい,だんてい
短編,たんぺん,たんぺん
田んぼ,たんぼ,たんぼ
誓う,ちかう,ちかう
地下水,ちかすい,ちかすい
近々,ちかぢか,ちかぢか
近づける,ちかづける,ちかづける
近寄る,ちかよる,ちかよる
力強い,ちからづよい,ちからづよい
千切る,ちぎる,ちぎる
地質,ちしつ,ちしつ
知人,ちじん,ちじん
地帯,ちたい,ちたい
縮む,ちぢむ,ちぢむ
縮める,ちぢめる,ちぢめる
縮れる,ちぢれる,ちぢれる
チップ,チップ,ちっぷ
地点,ちてん,ちてん
地名,ちめい,ちめい
茶色い,ちゃいろい,ちゃいろい
着々,ちゃくちゃく,ちゃくちゃく
茶碗,ちゃわん,ちゃわん
中間,ちゅうかん,ちゅうかん
中旬,ちゅうじゅん,ちゅうじゅん
抽象,ちゅうしょう,ちゅうしょう
中世,ちゅうせい,ちゅうせい
中性,ちゅうせい,ちゅうせい
中途,ちゅうと,ちゅうと
中年,ちゅうねん,ちゅうねん
チョーク,チョーク,ちょーく
超過,ちょうか,ちょうか
彫刻,ちょうこく,ちょうこく
長所,ちょうしょ,ちょうしょ
調整,ちょうせい,ちょうせい
調節,ちょうせつ,ちょうせつ
長短,ちょうたん,ちょうたん
頂点,ちょうてん,ちょうてん
長男,ちょうなん,ちょうなん
長方形,ちょうほうけい,ちょうほうけい
調味料,ちょうみりょう,ちょうみりょう
直後,ちょくご,ちょくご
直線,ちょくせん,ちょくせん
直通,ちょくつう,ちょくつう
直流,ちょくりゅう,ちょくりゅう
貯蔵,ちょぞう,ちょぞう
直角,ちょっかく,ちょっかく
直径,ちょっけい,ちょっけい
散らかす,ちらかす,ちらかす
散らかる,ちらかる,ちらかる
散らす,ちらす,ちらす
ちり紙,ちりがみ,ちりがみ
散る,ちる,ちる
追加,ついか,ついか
序,ついで,ついで
通貨,つうか,つうか
通勤,つうきん,つうきん
通ずる,つうずる,つうずる
通知,つうち,つうち
通帳,つうちょう,つうちょう
通訳,つうやく,つうやく
通用,つうよう,つうよう
通路,つうろ,つうろ
付き合う,つきあう,つきあう
突き当たり,つきあたり,つきあたり
突き当たる,つきあたる,つきあたる
月日,つきひ,つきひ
点く,つく,つく
突く,つく,つく
次ぐ,つぐ,つぐ
作る,つくる,つくる
付ける,つける,つける
漬ける,つける,つける
点ける,つける,つける
伝わる,つたわる,つたわる
突っ込む,つっこむ,つっこむ
包む,つつむ,つつむ
努める,つとめる,つとめる
勤める,つとめる,つとめる
綱,つな,つな
繋がり,つながり,つながり
繋がる,つながる,つながる
繋げる,つなげる,つなげる
粒,つぶ,つぶ
潰す,つぶす,つぶす
潰れる,つぶれる,つぶれる
躓く,つまずく,つまずく
詰まる,つまる,つまる
積む,つむ,つむ
爪,つめ,つめ
艶,つや,つや
強気,つよき,つよき
釣り合う,つりあう,つりあう
吊る,つる,つる
吊るす,つるす,つるす
テーマ,テーマ,てーま
出合い,であい,であい
手洗い,てあらい,てあらい
定員,ていいん,ていいん
低下,ていか,ていか
定価,ていか,ていか
定期券,ていきけん,ていきけん
定休日,ていきゅうび,ていきゅうび
停止,ていし,ていし
停車,ていしゃ,ていしゃ
出入り,でいり,でいり
出入り口,でいりぐち,でいりぐち
手入れ,ていれ,ていれ
出かける,でかける,でかける
出来上がり,できあがり,できあがり
出来上がる,できあがる,できあがる
的確,てきかく,てきかく
手首,てくび,てくび
凸凹,でこぼこ,でこぼこ
出鱈目,でたらめ,でたらめ
手帳,てちょう,てちょう
鉄橋,てっきょう,てっきょう
鉄砲,てっぽう,てっぽう
テニスコート,テニスコート,てにすこーと
手ぬぐい,てぬぐい,てぬぐい
手前,てまえ,てまえ
出迎え,でむかえ,でむかえ
照らす,てらす,てらす
照る,てる,てる
展開,てんかい,てんかい
伝記,でんき,でんき
電球,でんきゅう,でんきゅう
点数,てんすう,てんすう
伝染,でんせん,でんせん
電池,でんち,でんち
電柱,でんちゅう,でんちゅう
点々,てんてん,てんてん
転々,てんてん,てんてん
天皇,てんのう,てんのう
電波,でんぱ,でんぱ
テンポ,テンポ,てんぽ
電流,でんりゅう,でんりゅう
電力,でんりょく,でんりょく
問い合わせ,といあわせ,といあわせ
銅,どう,どう
統一,とういつ,とういつ
同格,どうかく,どうかく
峠,とうげ,とうげ
統計,とうけい,とうけい
動作,どうさ,どうさ
東西,とうざい,とうざい
投書,とうしょ,とうしょ
登場,とうじょう,とうじょう
どうせ,どうせ,どうせ
どうぞ宜しく,どうぞよろしく,どうぞよろしく
灯台,とうだい,とうだい
盗難,とうなん,とうなん
当番,とうばん,とうばん
等分,とうぶん,とうぶん
灯油,とうゆ,とうゆ
東洋,とうよう,とうよう
童話,どうわ,どうわ
通りかかる,とおりかかる,とおりかかる
溶かす,とかす,とかす
尖る,とがる,とがる
ドキドキ,ドキドキ,どきどき
溶く,とく,とく
退く,どく,どく
特殊,とくしゅ,とくしゅ
特色,とくしょく,とくしょく
特長,とくちょう,とくちょう
特定,とくてい,とくてい
特売,とくばい,とくばい
溶け込む,とけこむ,とけこむ
溶ける,とける,とける
床の間,とこのま,とこのま
床屋,とこや,とこや
所々,ところどころ,ところどころ
都心,としん,としん
戸棚,とだな,とだな
疾っくに,とっくに,とっくに
どっと,どっと,どっと
整う,ととのう,ととのう
止まる,とどまる,とどまる
怒鳴る,どなる,どなる
飛び込む,とびこむ,とびこむ
飛ぶ,とぶ,とぶ
止まる,とまる,とまる
泊める,とめる,とめる
捕らえる,とらえる,とらえる
取り入れる,とりいれる,とりいれる
取り消す,とりけす,とりけす
取り出す,とりだす,とりだす
捕る,とる,とる
トレーニング,トレーニング,とれーにんぐ
丼,どんぶり,どんぶり
内科,ないか,ないか
ナイロン,ナイロン,ないろん
治す,なおす,なおす
長い,ながい,ながい
仲直り,なかなおり,なかなおり
長引く,ながびく,ながびく
中身,なかみ,なかみ
中指,なかゆび,なかゆび
仲良し,なかよし,なかよし
慰める,なぐさめる,なぐさめる
無くす,なくす,なくす
殴る,なぐる,なぐる
為す,なす,なす
謎々,なぞなぞ,なぞなぞ
傾らか,なだらか,なだらか
懐かしい,なつかしい,なつかしい
撫でる,なでる,なでる
何しろ,なにしろ,なにしろ
何々,なになに,なになに
何分,なにぶん,なにぶん
生意気,なまいき,なまいき
並木,なみき,なみき
鳴らす,ならす,ならす
生る,なる,なる
慣れる,なれる,なれる
南極,なんきょく,なんきょく
何とも,なんとも,なんとも
ナンバー,ナンバー,なんばー
南米,なんべい,なんべい
南北,なんぼく,なんぼく
煮える,にえる,にえる
匂う,におう,におう
逃がす,にがす,にがす
憎い,にくい,にくい
憎む,にくむ,にくむ
憎らしい,にくらしい,にくらしい
ニコニコ,ニコニコ,にこにこ
濁る,にごる,にごる
虹,にじ,にじ
日時,にちじ,にちじ
日用品,にちようひん,にちようひん
日課,にっか,にっか
日程,にってい,にってい
鈍い,にぶい,にぶい
女房,にょうぼう,にょうぼう
睨む,にらむ,にらむ
煮る,にる,にる
俄,にわか,にわか
縫う,ぬう,ぬう
滑る,ぬめる,ぬめる
濡らす,ぬらす,ぬらす
螺子,ねじ,ねじ
捩る,ねじる,ねじる
ネックレス,ネックレス,ねっくれす
熱する,ねっする,ねっする
寝巻き,ねまき,ねまき
狙い,ねらい,ねらい
狙う,ねらう,ねらう
年度,ねんど,ねんど
農産物,のうさんぶつ,のうさんぶつ
農村,のうそん,のうそん
濃度,のうど,のうど
農薬,のうやく,のうやく
能率,のうりつ,のうりつ
退ける,のける,のける
鋸,のこぎり,のこぎり
残らず,のこらず,のこらず
乗せる,のせる,のせる
覗く,のぞく,のぞく
伸ばす,のばす,のばす
伸びる,のびる,のびる
上り,のぼり,のぼり
上る,のぼる,のぼる
乗り換え,のりかえ,のりかえ
載る,のる,のる
のろのろ,のろのろ,のろのろ
呑気,のんき,のんき
灰色,はいいろ,はいいろ
俳句,はいく,はいく
拝見,はいけん,はいけん
売店,ばいてん,ばいてん
バイバイ,バイバイ,ばいばい
売買,ばいばい,ばいばい
這う,はう,はう
生える,はえる,はえる
剥がす,はがす,はがす
秤,はかり,はかり
計る,はかる,はかる
吐き気,はきけ,はきけ
はきはき,はきはき,はきはき
掃く,はく,はく
歯車,はぐるま,はぐるま
バケツ,バケツ,ばけつ
挟まる,はさまる,はさまる
挟む,はさむ,はさむ
箸,はし,はし
梯子,はしご,はしご
初めに,はじめに,はじめに
初めまして,はじめまして,はじめまして
斜,はす,はす
外れる,はずれる,はずれる
パターン,パターン,ぱたーん
肌着,はだぎ,はだぎ
果たして,はたして,はたして
鉢,はち,はち
発揮,はっき,はっき
バック,バック,ばっく
発射,はっしゃ,はっしゃ
発想,はっそう,はっそう
発電,はつでん,はつでん
×,ばってん,ばってん
発売,はつばい,はつばい
派手,はで,はで
話し合い,はなしあい,はなしあい
話しかける,はなしかける,はなしかける
話し中,はなしちゅう,はなしちゅう
甚だしい,はなはだしい,はなはだしい
花火,はなび,はなび
花嫁,はなよめ,はなよめ
放れる,はなれる,はなれる
羽,はね,はね
発条,ばね,ばね
跳ねる,はねる,はねる
破片,はへん,はへん
歯磨き,はみがき,はみがき
嵌める,はめる,はめる
早口,はやくち,はやくち
流行る,はやる,はやる
払い込む,はらいこむ,はらいこむ
払い戻す,はらいもどす,はらいもどす
バランス,バランス,ばらんす
針金,はりがね,はりがね
張り切る,はりきる,はりきる
反映,はんえい,はんえい
半径,はんけい,はんけい
判子,はんこ,はんこ
万歳,ばんざい,ばんざい
判事,はんじ,はんじ
反省,はんせい,はんせい
番地,ばんち,ばんち
パンツ,パンツ,ぱんつ
バンド,バンド,ばんど
半島,はんとう,はんとう
ハンドル,ハンドル,はんどる
日当たり,ひあたり,ひあたり
比較的,ひかくてき,ひかくてき
日陰,ひかげ,ひかげ
ピカピカ,ピカピカ,ぴかぴか
引き受ける,ひきうける,ひきうける
引き返す,ひきかえす,ひきかえす
引き算,ひきざん,ひきざん
引き出す,ひきだす,ひきだす
引き止める,ひきとめる,ひきとめる
卑怯,ひきょう,ひきょう
引き分け,ひきわけ,ひきわけ
髭,ひげ,ひげ
肘,ひじ,ひじ
ピストル,ピストル,ぴすとる
ビタミン,ビタミン,びたみん
ぴたり,ぴたり,ぴたり
引っかかる,ひっかかる,ひっかかる
筆記,ひっき,ひっき
ひっくり返す,ひっくりかえす,ひっくりかえす
ひっくり返る,ひっくりかえる,ひっくりかえる
引っ越し,ひっこし,ひっこし
引っ込む,ひっこむ,ひっこむ
必需品,ひつじゅひん,ひつじゅひん
人差し指,ひとさしゆび,ひとさしゆび
一通り,ひととおり,ひととおり
人通り,ひとどおり,ひとどおり
瞳,ひとみ,ひとみ
一休み,ひとやすみ,ひとやすみ
独り言,ひとりごと,ひとりごと
独りでに,ひとりでに,ひとりでに
ビニール,ビニール,びにーる
皮肉,ひにく,ひにく
日日,ひにち,ひにち
捻る,ひねる,ひねる
日の入り,ひのいり,ひのいり
日の出,ひので,ひので
響き,ひびき,ひびき
響く,ひびく,ひびく
皮膚,ひふ,ひふ
百科事典,ひゃっかじてん,ひゃっかじてん
美容,びよう,びよう
表紙,ひょうし,ひょうし
標識,ひょうしき,ひょうしき
標準,ひょうじゅん,ひょうじゅん
平仮名,ひらがな,ひらがな
ビルディング,ビルディング,びるでぃんぐ
昼寝,ひるね,ひるね
広げる,ひろげる,ひろげる
広さ,ひろさ,ひろさ
広場,ひろば,ひろば
広める,ひろめる,ひろめる
ピンク,ピンク,ぴんく
便箋,びんせん,びんせん
瓶詰め,びんづめ,びんづめ
ファスナー,ファスナー,ふァすなー
風船,ふうせん,ふうせん
不運,ふうん,ふうん
増える,ふえる,ふえる
深まる,ふかまる,ふかまる
不規則,ふきそく,ふきそく
付近,ふきん,ふきん
拭く,ふく,ふく
副詞,ふくし,ふくし
複写,ふくしゃ,ふくしゃ
複数,ふくすう,ふくすう
含める,ふくめる,ふくめる
膨らむ,ふくらむ,ふくらむ
不潔,ふけつ,ふけつ
更ける,ふける,ふける
符号,ふごう,ふごう
夫妻,ふさい,ふさい
塞がる,ふさがる,ふさがる
塞ぐ,ふさぐ,ふさぐ
巫山戯る,ふざける,ふざける
無沙汰,ぶさた,ぶさた
武士,ぶし,ぶし
部首,ぶしゅ,ぶしゅ
襖,ふすま,ふすま
付属,ふぞく,ふぞく
蓋,ふた,ふた
不通,ふつう,ふつう
打つかる,ぶつかる,ぶつかる
打付ける,ぶつける,ぶつける
物騒,ぶっそう,ぶっそう
ぶつぶつ,ぶつぶつ,ぶつぶつ
船便,ふなびん,ふなびん
部品,ぶひん,ぶひん
吹雪,ふぶき,ふぶき
父母,ふぼ,ふぼ
踏切,ふみきり,ふみきり
麓,ふもと,ふもと
増やす,ふやす,ふやす
フライパン,フライパン,ふらいぱん
ブラウス,ブラウス,ぶらうす
ぶら下げる,ぶらさげる,ぶらさげる
ブラシ,ブラシ,ぶらし
プラスチック,プラスチック,ぷらすちっく
プラットホーム,プラットホーム,ぷらっとほーむ
フリー,フリー,ふりー
振り仮名,ふりがな,ふりがな
プリント,プリント,ぷりんと
振る舞う,ふるまう,ふるまう
ブローチ,ブローチ,ぶろーち
プログラム,プログラム,ぷろぐらむ
風呂敷,ふろしき,ふろしき
フワフワ,フワフワ,ふわふわ
噴火,ふんか,ふんか
分解,ぶんかい,ぶんかい
文芸,ぶんげい,ぶんげい
文献,ぶんけん,ぶんけん
噴水,ふんすい,ふんすい
分数,ぶんすう,ぶんすう
文体,ぶんたい,ぶんたい
分布,ぶんぷ,ぶんぷ
文房具,ぶんぼうぐ,ぶんぼうぐ
文脈,ぶんみゃく,ぶんみゃく
分量,ぶんりょう,ぶんりょう
分類,ぶんるい,ぶんるい
平気,へいき,へいき
並行,へいこう,へいこう
平日,へいじつ,へいじつ
兵隊,へいたい,へいたい
平野,へいや,へいや
凹む,へこむ,へこむ
臍,へそ,へそ
隔てる,へだてる,へだてる
別荘,べっそう,べっそう
別々,べつべつ,べつべつ
ベテラン,ベテラン,べてらん
ヘリコプター,ヘリコプター,へりこぷたー
減る,へる,へる
ペン,ペン,ぺん
編集,へんしゅう,へんしゅう
便所,べんじょ,べんじょ
ペンチ,ペンチ,ぺんち
ボーナス,ボーナス,ぼーなす
望遠鏡,ぼうえんきょう,ぼうえんきょう
方角,ほうがく,ほうがく
箒,ほうき,ほうき
方言,ほうげん,ほうげん
坊さん,ぼうさん,ぼうさん
防止,ぼうし,ぼうし
方針,ほうしん,ほうしん
包装,ほうそう,ほうそう
法則,ほうそく,ほうそく
包帯,ほうたい,ほうたい
包丁,ほうちょう,ほうちょう
方程式,ほうていしき,ほうていしき
防犯,ぼうはん,ぼうはん
方面,ほうめん,ほうめん
坊や,ぼうや,ぼうや
放る,ほうる,ほうる
朗らか,ほがらか,ほがらか
牧場,ぼくじょう,ぼくじょう
牧畜,ぼくちく,ぼくちく
保健,ほけん,ほけん
干す,ほす,ほす
ポスター,ポスター,ぽすたー
北極,ほっきょく,ほっきょく
解く,ほどく,ほどく
堀,ほり,ほり
彫る,ほる,ほる
掘る,ほる,ほる
襤褸,ぼろ,ぼろ
盆地,ぼんち,ぼんち
本来,ほんらい,ほんらい
まあまあ,まあまあ,まあまあ
枚数,まいすう,まいすう
毎度,まいど,まいど
マイナス,マイナス,まいなす
巻く,まく,まく
撒く,まく,まく
蒔く,まく,まく
枕,まくら,まくら
曲げる,まげる,まげる
まごまご,まごまご,まごまご
摩擦,まさつ,まさつ
混ざる,まざる,まざる
混じる,まじる,まじる
マスク,マスク,ますく
混ぜる,まぜる,まぜる
跨ぐ,またぐ,またぐ
又は,または,または
待合室,まちあいしつ,まちあいしつ
待ち合わせる,まちあわせる,まちあわせる
街角,まちかど,まちかど
真っ暗,まっくら,まっくら
真っ黒,まっくろ,まっくろ
真っ青,まっさお,まっさお
真っ先,まっさき,まっさき
真っ白,まっしろ,まっしろ
祭る,まつる,まつる
纏まる,まとまる,まとまる
纏める,まとめる,まとめる
真似る,まねる,まねる
眩しい,まぶしい,まぶしい
瞼,まぶた,まぶた
マフラー,マフラー,まふらー
間もなく,まもなく,まもなく
マラソン,マラソン,まらそん
丸い,まるい,まるい
稀,まれ,まれ
回り道,まわりみち,まわりみち
満員,まんいん,まんいん
マンション,マンション,まんしょん
満点,まんてん,まんてん
見送る,みおくる,みおくる
見下ろす,みおろす,みおろす
見かけ,みかけ,みかけ
三日月,みかづき,みかづき
岬,みさき,みさき
惨め,みじめ,みじめ
ミシン,ミシン,みしん
店屋,みせや,みせや
見出し,みだし,みだし
見つかる,みつかる,みつかる
見つける,みつける,みつける
見っともない,みっともない,みっともない
見直す,みなおす,みなおす
見慣れる,みなれる,みなれる
醜い,みにくい,みにくい
実る,みのる,みのる
身分,みぶん,みぶん
見本,みほん,みほん
見舞う,みまう,みまう
未満,みまん,みまん
名字,みょうじ,みょうじ
ミリ,ミリ,みり
診る,みる,みる
民謡,みんよう,みんよう
向かう,むかう,むかう
剥く,むく,むく
無限,むげん,むげん
無地,むじ,むじ
蒸し暑い,むしあつい,むしあつい
矛盾,むじゅん,むじゅん
蒸す,むす,むす
無数,むすう,むすう
紫,むらさき,むらさき
群れ,むれ,むれ
メーター,メーター,めーたー
姪,めい,めい
名作,めいさく,めいさく
名刺,めいし,めいし
名詞,めいし,めいし
名所,めいしょ,めいしょ
迷信,めいしん,めいしん
命ずる,めいずる,めいずる
名物,めいぶつ,めいぶつ
銘々,めいめい,めいめい
目上,めうえ,めうえ
恵まれる,めぐまれる,めぐまれる
巡る,めぐる,めぐる
目指す,めざす,めざす
目覚まし,めざまし,めざまし
目下,めした,めした
目印,めじるし,めじるし
目立つ,めだつ,めだつ
目茶苦茶,めちゃくちゃ,めちゃくちゃ
めっきり,めっきり,めっきり
メニュー,メニュー,めにゅー
目眩,めまい,めまい
目安,めやす,めやす
免税,めんぜい,めんぜい
面積,めんせき,めんせき
面接,めんせつ,めんせつ
面倒くさい,めんどくさい,めんどくさい
モーター,モーター,もーたー
儲かる,もうかる,もうかる
儲ける,もうける,もうける
申し訳ない,もうしわけない,もうしわけない
木材,もくざい,もくざい
目次,もくじ,もくじ
潜る,もぐる,もぐる
若しかしたら,もしかしたら,もしかしたら
若しかすると,もしかすると,もしかすると
凭れる,もたれる,もたれる
モダン,モダン,もだん
勿体ない,もったいない,もったいない
モデル,モデル,もでる
元々,もともと,もともと
物置,ものおき,ものおき
物指,ものさし,ものさし
物凄い,ものすごい,ものすごい
モノレール,モノレール,ものれーる
揉む,もむ,もむ
催し,もよおし,もよおし
盛る,もる,もる
問答,もんどう,もんどう
喧しい,やかましい,やかましい
夜間,やかん,やかん
薬缶,やかん,やかん
役者,やくしゃ,やくしゃ
役所,やくしょ,やくしょ
訳す,やくす,やくす
役人,やくにん,やくにん
薬品,やくひん,やくひん
火傷,やけど,やけど
夜行,やこう,やこう
矢印,やじるし,やじるし
薬局,やっきょく,やっきょく
遣っ付ける,やっつける,やっつける
矢っ張り,やっぱり,やっぱり
家主,やぬし,やぬし
破く,やぶく,やぶく
破れる,やぶれる,やぶれる
やむを得ない,やむをえない,やむをえない
柔らかい,やわらかい,やわらかい
遊園地,ゆうえんち,ゆうえんち
夕刊,ゆうかん,ゆうかん
友好,ゆうこう,ゆうこう
郵送,ゆうそう,ゆうそう
夕立,ゆうだち,ゆうだち
夕日,ゆうひ,ゆうひ
悠々,ゆうゆう,ゆうゆう
有料,ゆうりょう,ゆうりょう
浴衣,ゆかた,ゆかた
湯気,ゆげ,ゆげ
輸血,ゆけつ,ゆけつ
輸送,ゆそう,ゆそう
油断,ゆだん,ゆだん
茹でる,ゆでる,ゆでる
湯のみ,ゆのみ,ゆのみ
緩い,ゆるい,ゆるい
溶岩,ようがん,ようがん
容器,ようき,ようき
用語,ようご,ようご
要旨,ようし,ようし
幼児,ようじ,ようじ
容積,ようせき,ようせき
幼稚,ようち,ようち
幼稚園,ようちえん,ようちえん
用途,ようと,ようと
洋品店,ようひんてん,ようひんてん
養分,ようぶん,ようぶん
羊毛,ようもう,ようもう
漸く,ようやく,ようやく
要領,ようりょう,ようりょう
欲張り,よくばり,よくばり
余計,よけい,よけい
寄越す,よこす,よこす
汚す,よごす,よごす
寄せる,よせる,よせる
余所,よそ,よそ
四つ角,よつかど,よつかど
酔っ払い,よっぱらい,よっぱらい
呼びかける,よびかける,よびかける
呼び出す,よびだす,よびだす
因る,よる,よる
喜び,よろこび,よろこび
喜ぶ,よろこぶ,よろこぶ
来日,らいにち,らいにち
落第,らくだい,らくだい
ラッシュアワー,ラッシュアワー,らっしゅあわー
欄,らん,らん
ランチ,ランチ,らんち
ランニング,ランニング,らんにんぐ
乱暴,らんぼう,らんぼう
リズム,リズム,りずむ
リットル,リットル,りっとる
リボン,リボン,りぼん
略す,りゃくす,りゃくす
流域,りゅういき,りゅういき
寮,りょう,りょう
両側,りょうがわ,りょうがわ
漁師,りょうし,りょうし
領事,りょうじ,りょうじ
領収,りょうしゅう,りょうしゅう
例外,れいがい,れいがい
零点,れいてん,れいてん
冷凍,れいとう,れいとう
レインコート,レインコート,れいんこーと
レクリエーション,レクリエーション,れくりえーしょん
レジャー,レジャー,れじゃー
列島,れっとう,れっとう
レベル,レベル,れべる
レポート,レポート,れぽーと
煉瓦,れんが,れんが
連合,れんごう,れんごう
レンズ,レンズ,れんず
ローマ字,ローマじ,ろーまじ
ローンチ,ローンチ,ろーんち
蝋燭,ろうそく,ろうそく
録音,ろくおん,ろくおん
ロッカー,ロッカー,ろっかー
ロビー,ロビー,ろびー
論ずる,ろんずる,ろんずる
和英,わえい,わえい
分かる,わかる,わかる
分かれる,わかれる,わかれる
若々しい,わかわかしい,わかわかしい
湧く,わく,わく
詫びる,わびる,わびる
和服,わふく,わふく
割合に,わりあいに,わりあいに
割り算,わりざん,わりざん
割と,わりと,わりと
割引,わりびき,わりびき
椀,わん,わん
碗,わん,わん
ワンピース,ワンピース,わんぴーす
