kanji,kana,hirakana
光熱費,こうねつひ,こうねつひ
荒廃,こうはい,こうはい
購買,こうばい,こうばい
好評,こうひょう,こうひょう
降伏,こうふく,こうふく
興奮,こうふん,こうふん
公募,こうぼ,こうぼ
巧妙,こうみょう,こうみょう
公用,こうよう,こうよう
公立,こうりつ,こうりつ
効率,こうりつ,こうりつ
護衛,ごえい,ごえい
小柄,こがら,こがら
小切手,こぎって,こぎって
漕ぐ,こぐ,こぐ
語句,ごく,ごく
国産,こくさん,こくさん
国定,こくてい,こくてい
国土,こくど,こくど
国防,こくぼう,こくぼう
国有,こくゆう,こくゆう
極楽,ごくらく,ごくらく
国連,こくれん,こくれん
ご苦労さま,ごくろうさま,ごくろうさま
こげ茶,こげちゃ,こげちゃ
語源,ごげん,ごげん
心地,ここち,ここち
凝らす,こごらす,こごらす
凝る,こごる,こごる
心得,こころえ,こころえ
心がけ,こころがけ,こころがけ
心がける,こころがける,こころがける
志,こころざし,こころざし
志す,こころざす,こころざす
心強い,こころづよい,こころづよい
心細い,こころぼそい,こころぼそい
試み,こころみ,こころみ
試みる,こころみる,こころみる
快い,こころよい,こころよい
誤差,ごさ,ごさ
御座います,ございます,ございます
孤児,こじ,こじ
拵える,こしらえる,こしらえる
拗れる,こじれる,こじれる
梢,こずえ,こずえ
小銭,こぜに,こぜに
固体,こたい,こたい
古代,こだい,こだい
答え,こたえ,こたえ
炬燵,こたつ,こたつ
拘る,こだわる,こだわる
ご馳走,ごちそう,ごちそう
ご馳走さま,ごちそうさま,ごちそうさま
誇張,こちょう,こちょう
骨,こつ,こつ
国境,こっきょう,こっきょう
滑稽,こっけい,こっけい
国交,こっこう,こっこう
骨董品,こっとうひん,こっとうひん
固定,こてい,こてい
毎,ごと,ごと
事柄,ことがら,ことがら
孤独,こどく,こどく
悉く,ことごとく,ことごとく
言伝,ことづて,ことづて
殊に,ことに,ことに
事によると,ことによると,ことによると
粉々,こなごな,こなごな
此の,この,この
この間,このあいだ,このあいだ
この頃,このごろ,このごろ
好ましい,このましい,このましい
碁盤,ごばん,ごばん
ご無沙汰,ごぶさた,ごぶさた
個別,こべつ,こべつ
零す,こぼす,こぼす
零れる,こぼれる,こぼれる
コマーシャル,コマーシャル,こまーしゃる
誤魔化す,ごまかす,ごまかす
細やか,こまやか,こまやか
コミュニケーション,コミュニケーション,こみゅにけーしょん
込む,こむ,こむ
込める,こめる,こめる
ご免ください,ごめんください,ごめんください
コメント,コメント,こめんと
御免なさい,ごめんなさい,ごめんなさい
籠もる,こもる,こもる
固有,こゆう,こゆう
雇用,こよう,こよう
暦,こよみ,こよみ
御覧なさい,ごらんなさい,ごらんなさい
孤立,こりつ,こりつ
懲りる,こりる,こりる
此れ,これ,これ
これ等,これら,これら
魂,こん,こん
根気,こんき,こんき
根拠,こんきょ,こんきょ
混血,こんけつ,こんけつ
根源,こんげん,こんげん
コンタクト,コンタクト,こんたくと
昆虫,こんちゅう,こんちゅう
根底,こんてい,こんてい
コンテスト,コンテスト,こんてすと
混同,こんどう,こんどう
コントラスト,コントラスト,こんとらすと
コントロール,コントロール,こんとろーる
今日は,こんにちは,こんにちは
コンパス,コンパス,こんぱす
今晩は,こんばんは,こんばんは
再,さい,さい
差異,さい,さい
財,ざい,ざい
再会,さいかい,さいかい
災害,さいがい,さいがい
細菌,さいきん,さいきん
細工,さいく,さいく
採掘,さいくつ,さいくつ
サイクル,サイクル,さいくる
採決,さいけつ,さいけつ
再建,さいけん,さいけん
財源,ざいげん,ざいげん
在庫,ざいこ,ざいこ
採算,さいさん,さいさん
採集,さいしゅう,さいしゅう
サイズ,サイズ,さいず
再生,さいせい,さいせい
財政,ざいせい,ざいせい
最善,さいぜん,さいぜん
採択,さいたく,さいたく
栽培,さいばい,さいばい
再発,さいはつ,さいはつ
細胞,さいぼう,さいぼう
採用,さいよう,さいよう
遮る,さえぎる,さえぎる
囀る,さえずる,さえずる
冴える,さえる,さえる
竿,さお,さお
栄える,さかえる,さかえる
差額,さがく,さがく
杯,さかずき,さかずき
逆立ち,さかだち,さかだち
遡る,さかのぼる,さかのぼる
盛る,さかる,さかる
下がる,さがる,さがる
詐欺,さぎ,さぎ
先に,さきに,さきに
柵,さく,さく
策,さく,さく
削減,さくげん,さくげん
錯誤,さくご,さくご
作戦,さくせん,さくせん
作物,さくぶつ,さくぶつ
叫び,さけび,さけび
捧げる,ささげる,ささげる
些事,さじ,さじ
差し掛かる,さしかかる,さしかかる
指図,さしず,さしず
差し出す,さしだす,さしだす
差し支える,さしつかえる,さしつかえる
差し引く,さしひく,さしひく
授ける,さずける,さずける
嘸,さぞ,さぞ
定まる,さだまる,さだまる
定める,さだめる,さだめる
座談会,ざだんかい,ざだんかい
冊,さつ,さつ
雑,ざつ,ざつ
錯覚,さっかく,さっかく
早急,さっきゅう,さっきゅう
殺人,さつじん,さつじん
察する,さっする,さっする
雑談,ざつだん,ざつだん
颯と,さっと,さっと
偖,さて,さて
悟る,さとる,さとる
裁く,さばく,さばく
錆,さび,さび
座標,ざひょう,ざひょう
然程,さほど,さほど
サボる,サボる,さぼる
様,さま,さま
寒気,さむけ,さむけ
侍,さむらい,さむらい
然も,さも,さも
左様なら,さようなら,さようなら
爽やか,さわやか,さわやか
障る,さわる,さわる
さん,さん,さん
サン,サン,さん
三,さん,さん
酸,さん,さん
酸化,さんか,さんか
山岳,さんがく,さんがく
サンキュー,サンキュー,さんきゅー
産休,さんきゅう,さんきゅう
残金,ざんきん,ざんきん
産後,さんご,さんご
残酷,ざんこく,ざんこく
産出,さんしゅつ,さんしゅつ
参照,さんしょう,さんしょう
参上,さんじょう,さんじょう
賛成,さんせい,さんせい
残高,ざんだか,ざんだか
サンタクロース,サンタクロース,さんたくろーす
桟橋,さんばし,さんばし
賛美,さんび,さんび
山腹,さんぷく,さんぷく
産婦人科,さんふじんか,さんふじんか
産物,さんぶつ,さんぶつ
山脈,さんみゃく,さんみゃく
死,し,し
秭,し,し
次,じ,じ
シート,シート,しーと
Ｇパン,ジーパン,じーぱん
仕上がり,しあがり,しあがり
仕上げ,しあげ,しあげ
仕上げる,しあげる,しあげる
明々後日,しあさって,しあさって
飼育,しいく,しいく
強いて,しいて,しいて
強いる,しいる,しいる
仕入れる,しいれる,しいれる
塩,しお,しお
歯科,しか,しか
市街,しがい,しがい
視覚,しかく,しかく
自覚,じかく,じかく
仕掛け,しかけ,しかけ
然し,しかし,しかし
然しながら,しかしながら,しかしながら
地方,じかた,じかた
然も,しかも,しかも
指揮,しき,しき
磁器,じき,じき
色彩,しきさい,しきさい
式場,しきじょう,しきじょう
仕来たり,しきたり,しきたり
事業,じぎょう,じぎょう
頻りに,しきりに,しきりに
仕切る,しきる,しきる
資金,しきん,しきん
軸,じく,じく
しくじる,しくじる,しくじる
死刑,しけい,しけい
湿気る,しける,しける
自己,じこ,じこ
嗜好,しこう,しこう
思考,しこう,しこう
施行,しこう,しこう
地獄,じごく,じごく
時刻表,じこくひょう,じこくひょう
時差,じさ,じさ
自在,じざい,じざい
視察,しさつ,しさつ
資産,しさん,しさん
指示,しじ,しじ
支持,しじ,しじ
自主,じしゅ,じしゅ
自首,じしゅ,じしゅ
刺繍,ししゅう,ししゅう
自信,じしん,じしん
システム,システム,しすてむ
沈める,しずめる,しずめる
施設,しせつ,しせつ
事前,じぜん,じぜん
子息,しそく,しそく
持続,じぞく,じぞく
自尊心,じそんしん,じそんしん
字体,じたい,じたい
従って,したがって,したがって
下心,したごころ,したごころ
下地,したじ,したじ
下調べ,したしらべ,したしらべ
認める,したためる,したためる
仕立てる,したてる,したてる
下取り,したどり,したどり
下火,したび,したび
室,しつ,しつ
実,じつ,じつ
失格,しっかく,しっかく
確り,しっかり,しっかり
質疑,しつぎ,しつぎ
実業家,じつぎょうか,じつぎょうか
シック,シック,しっく
じっくり,じっくり,じっくり
躾,しつけ,しつけ
仕付ける,しつける,しつける
質素,しっそ,しっそ
実態,じったい,じったい
失調,しっちょう,しっちょう
嫉妬,しっと,しっと
実費,じっぴ,じっぴ
１０分,じっぷん,じっぷん
尻尾,しっぽ,しっぽ
指摘,してき,してき
自転,じてん,じてん
自動詞,じどうし,じどうし
萎びる,しなびる,しなびる
嫋か,しなやか,しなやか
シナリオ,シナリオ,しなりお
し尿,しにょう,しにょう
地主,じぬし,じぬし
凌ぐ,しのぐ,しのぐ
芝,しば,しば
屡々,しばしば,しばしば
始発,しはつ,しはつ
暫く,しばらく,しばらく
耳鼻科,じびか,じびか
痺れる,しびれる,しびれる
渋い,しぶい,しぶい
私物,しぶつ,しぶつ
しぶとい,しぶとい,しぶとい
司法,しほう,しほう
志望,しぼう,しぼう
脂肪,しぼう,しぼう
萎む,しぼむ,しぼむ
仕舞い,しまい,しまい
姉妹,しまい,しまい
仕舞う,しまう,しまう
始末,しまつ,しまつ
仕舞った,しまった,しまった
沁み沁み,しみじみ,しみじみ
染みる,しみる,しみる
使命,しめい,しめい
締め切り,しめきり,しめきり
地元,じもと,じもと
僕,しもべ,しもべ
視野,しや,しや
弱,じゃく,じゃく
社交,しゃこう,しゃこう
ジャズ,ジャズ,じゃず
謝絶,しゃぜつ,しゃぜつ
社宅,しゃたく,しゃたく
若干,じゃっかん,じゃっかん
吃逆,しゃっくり,しゃっくり
喋る,しゃべる,しゃべる
洒落,しゃらく,しゃらく
砂利,じゃり,じゃり
洒落る,しゃれる,しゃれる
じゃん拳,じゃんけん,じゃんけん
ジャンパー,ジャンパー,じゃんぱー
ジャンプ,ジャンプ,じゃんぷ
ジャンボ,ジャンボ,じゃんぼ
ジャンル,ジャンル,じゃんる
種,しゅ,しゅ
周,しゅう,しゅう
私有,しゆう,しゆう
衆,しゅう,しゅう
住,じゅう,じゅう
銃,じゅう,じゅう
収益,しゅうえき,しゅうえき
修学,しゅうがく,しゅうがく
周期,しゅうき,しゅうき
衆議院,しゅうぎいん,しゅうぎいん
就業,しゅうぎょう,しゅうぎょう
従業員,じゅうぎょういん,じゅうぎょういん
集計,しゅうけい,しゅうけい
修士,しゅうし,しゅうし
収支,しゅうし,しゅうし
終始,しゅうし,しゅうし
従事,じゅうじ,じゅうじ
終日,しゅうじつ,しゅうじつ
収集,しゅうしゅう,しゅうしゅう
修飾,しゅうしょく,しゅうしょく
十字路,じゅうじろ,じゅうじろ
絨毯,じゅうたん,じゅうたん
執着,しゅうちゃく,しゅうちゃく
柔軟,じゅうなん,じゅうなん
重役,じゅうやく,じゅうやく
収容,しゅうよう,しゅうよう
修了,しゅうりょう,しゅうりょう
主演,しゅえん,しゅえん
主観,しゅかん,しゅかん
修行,しゅぎょう,しゅぎょう
塾,じゅく,じゅく
祝賀,しゅくが,しゅくが
宿命,しゅくめい,しゅくめい
手芸,しゅげい,しゅげい
主権,しゅけん,しゅけん
主催,しゅさい,しゅさい
取材,しゅざい,しゅざい
趣旨,しゅし,しゅし
種々,しゅじゅ,しゅじゅ
主食,しゅしょく,しゅしょく
主人公,しゅじんこう,しゅじんこう
主題,しゅだい,しゅだい
出演,しゅつえん,しゅつえん
出血,しゅっけつ,しゅっけつ
出社,しゅっしゃ,しゅっしゃ
出生,しゅっしょう,しゅっしょう
出世,しゅっせ,しゅっせ
出題,しゅつだい,しゅつだい
守備,しゅび,しゅび
手法,しゅほう,しゅほう
樹木,じゅもく,じゅもく
準急,じゅんきゅう,じゅんきゅう
準じる,じゅんじる,じゅんじる
準ずる,じゅんずる,じゅんずる
諸,しょ,しょ
助,じょ,じょ
ショー,ショー,しょー
仕様,しよう,しよう
商,しょう,しょう
症,しょう,しょう
私用,しよう,しよう
象,しょう,しょう
嬢,じょう,じょう
尉,じょう,じょう
情,じょう,じょう
状,じょう,じょう
畳,じょう,じょう
上演,じょうえん,じょうえん
城下,じょうか,じょうか
乗客,じょうきゃく,じょうきゃく
消去,しょうきょ,しょうきょ
衝撃,しょうげき,しょうげき
証言,しょうげん,しょうげん
証拠,しょうこ,しょうこ
照合,しょうごう,しょうごう
詳細,しょうさい,しょうさい
上司,じょうし,じょうし
少女,しょうじょ,しょうじょ
上昇,じょうしょう,じょうしょう
昇進,しょうしん,しょうしん
少数,しょうすう,しょうすう
情勢,じょうせい,じょうせい
消息,しょうそく,しょうそく
承諾,しょうだく,しょうだく
象徴,しょうちょう,しょうちょう
小児科,しょうにか,しょうにか
使用人,しようにん,しようにん
商人,しょうにん,しょうにん
証人,しょうにん,しょうにん
情熱,じょうねつ,じょうねつ
丈夫,じょうふ,じょうふ
譲歩,じょうほ,じょうほ
照明,しょうめい,しょうめい
消耗,しょうもう,しょうもう
条約,じょうやく,じょうやく
勝利,しょうり,しょうり
上陸,じょうりく,じょうりく
蒸留,じょうりゅう,じょうりゅう
奨励,しょうれい,しょうれい
除外,じょがい,じょがい
職員,しょくいん,しょくいん
職務,しょくむ,しょくむ
助言,じょげん,じょげん
徐行,じょこう,じょこう
所在,しょざい,しょざい
所持,しょじ,しょじ
助詞,じょし,じょし
女史,じょし,じょし
女子,じょし,じょし
所属,しょぞく,しょぞく
処置,しょち,しょち
ショック,ショック,しょっく
しょっちゅう,しょっちゅう,しょっちゅう
所定,しょてい,しょてい
助動詞,じょどうし,じょどうし
所得,しょとく,しょとく
処罰,しょばつ,しょばつ
初版,しょはん,しょはん
処分,しょぶん,しょぶん
庶民,しょみん,しょみん
庶務,しょむ,しょむ
調べ,しらべ,しらべ
知り合い,しりあい,しりあい
退く,しりぞく,しりぞく
退ける,しりぞける,しりぞける
記す,しるす,しるす
指令,しれい,しれい
代,しろ,しろ
皺,しわ,しわ
新,しん,しん
人,じん,じん
進化,しんか,しんか
人格,じんかく,じんかく
殿,しんがり,しんがり
審議,しんぎ,しんぎ
振興,しんこう,しんこう
新興,しんこう,しんこう
進行,しんこう,しんこう
申告,しんこく,しんこく
新婚,しんこん,しんこん
審査,しんさ,しんさ
人材,じんざい,じんざい
紳士,しんし,しんし
真実,しんじつ,しんじつ
信者,しんじゃ,しんじゃ
真珠,しんじゅ,しんじゅ
心中,しんじゅう,しんじゅう
進出,しんしゅつ,しんしゅつ
心情,しんじょう,しんじょう
神聖,しんせい,しんせい
親善,しんぜん,しんぜん
真相,しんそう,しんそう
迅速,じんそく,じんそく
人体,じんたい,じんたい
進呈,しんてい,しんてい
進展,しんてん,しんてん
進度,しんど,しんど
振動,しんどう,しんどう
新入生,しんにゅうせい,しんにゅうせい
信任,しんにん,しんにん
審判,しんぱん,しんぱん
神秘,しんぴ,しんぴ
辛抱,しんぼう,しんぼう
人民,じんみん,じんみん
真理,しんり,しんり
侵略,しんりゃく,しんりゃく
診療,しんりょう,しんりょう
進路,しんろ,しんろ
水源,すいげん,すいげん
水洗,すいせん,すいせん
吹奏,すいそう,すいそう
推測,すいそく,すいそく
水田,すいでん,すいでん
推理,すいり,すいり
数詞,すうし,すうし
図々しい,ずうずうしい,ずうずうしい
崇拝,すうはい,すうはい
据え付ける,すえつける,すえつける
据える,すえる,すえる
清々しい,すがすがしい,すがすがしい
過ぎ,すぎ,すぎ
直ぐ,すぐ,すぐ
救い,すくい,すくい
掬う,すくう,すくう
少なくとも,すくなくとも,すくなくとも
健やか,すこやか,すこやか
濯ぐ,すすぐ,すすぐ
勧め,すすめ,すすめ
裾,すそ,すそ
スタジオ,スタジオ,すたじお
廃れる,すたれる,すたれる
スチーム,スチーム,すちーむ
酸っぱい,すっぱい,すっぱい
素敵,すてき,すてき
ストライキ,ストライキ,すとらいき
ストレス,ストレス,すとれす
ストロー,ストロー,すとろー
ストロボ,ストロボ,すとろぼ
即ち,すなわち,すなわち
すばしこい,すばしこい,すばしこい
素早い,すばやい,すばやい
ずばり,ずばり,ずばり
スピード,スピード,すぴーど
ずぶ濡れ,ずぶぬれ,ずぶぬれ
スプリング,スプリング,すぷりんぐ
スペース,スペース,すぺーす
スポーツカー,スポーツカー,すぽーつかー
済ます,すます,すます
澄ます,すます,すます
済まない,すまない,すまない
済みません,すみません,すみません
スラックス,スラックス,すらっくす
ずらっと,ずらっと,ずらっと
刷り,すり,すり
ずるずる,ずるずる,ずるずる
ずれ,ずれ,ずれ
すれ違い,すれちがい,すれちがい
すれ違う,すれちがう,すれちがう
擦れる,すれる,すれる
ずれる,ずれる,ずれる
すんなり,すんなり,すんなり
セール,セール,せーる
制,せい,せい
製,せい,せい
生育,せいいく,せいいく
成果,せいか,せいか
正規,せいき,せいき
正義,せいぎ,せいぎ
生計,せいけい,せいけい
政権,せいけん,せいけん
精巧,せいこう,せいこう
政策,せいさく,せいさく
清算,せいさん,せいさん
生死,せいし,せいし
静止,せいし,せいし
誠実,せいじつ,せいじつ
成熟,せいじゅく,せいじゅく
青春,せいしゅん,せいしゅん
清純,せいじゅん,せいじゅん
聖書,せいしょ,せいしょ
制する,せいする,せいする
整然,せいぜん,せいぜん
盛装,せいそう,せいそう
盛大,せいだい,せいだい
清濁,せいだく,せいだく
制定,せいてい,せいてい
静的,せいてき,せいてき
製鉄,せいてつ,せいてつ
正当,せいとう,せいとう
成年,せいねん,せいねん
制服,せいふく,せいふく
製法,せいほう,せいほう
精密,せいみつ,せいみつ
税務署,ぜいむしょ,ぜいむしょ
声明,せいめい,せいめい
姓名,せいめい,せいめい
制約,せいやく,せいやく
勢力,せいりょく,せいりょく
整列,せいれつ,せいれつ
背負う,せおう,せおう
急かす,せかす,せかす
倅,せがれ,せがれ
責務,せきむ,せきむ
セクション,セクション,せくしょん
世辞,せじ,せじ
是正,ぜせい,ぜせい
世帯,せたい,せたい
世代,せだい,せだい
節,せつ,せつ
切開,せっかい,せっかい
セックス,セックス,せっくす
切実,せつじつ,せつじつ
接触,せっしょく,せっしょく
接続詞,せつぞくし,せつぞくし
設置,せっち,せっち
折衷,せっちゅう,せっちゅう
設定,せってい,せってい
説得,せっとく,せっとく
切ない,せつない,せつない
絶版,ぜっぱん,ぜっぱん
絶望,ぜつぼう,ぜつぼう
設立,せつりつ,せつりつ
是非とも,ぜひとも,ぜひとも
攻め,せめ,せめ
ゼリー,ゼリー,ぜりー
セレモニー,セレモニー,せれもにー
仙,せん,せん
前,ぜん,ぜん
禅,ぜん,ぜん
膳,ぜん,ぜん
繊維,せんい,せんい
全快,ぜんかい,ぜんかい
選挙,せんきょ,せんきょ
宣教,せんきょう,せんきょう
宣言,せんげん,せんげん
先行,せんこう,せんこう
選考,せんこう,せんこう
戦災,せんさい,せんさい
専修,せんしゅう,せんしゅう
センス,センス,せんす
潜水,せんすい,せんすい
先々月,せんせんげつ,せんせんげつ
先先週,せんせんしゅう,せんせんしゅう
先代,せんだい,せんだい
先だって,せんだって,せんだって
先着,せんちゃく,せんちゃく
前提,ぜんてい,ぜんてい
先天的,せんてんてき,せんてんてき
戦闘,せんとう,せんとう
潜入,せんにゅう,せんにゅう
全滅,ぜんめつ,ぜんめつ
占領,せんりょう,せんりょう
善良,ぜんりょう,ぜんりょう
戦力,せんりょく,せんりょく
ソース,ソース,そーす
沿い,ぞい,ぞい
沿う,そう,そう
添う,そう,そう
像,ぞう,ぞう
相応,そうおう,そうおう
創刊,そうかん,そうかん
雑木,ぞうき,ぞうき
増強,ぞうきょう,ぞうきょう
走行,そうこう,そうこう
総合,そうごう,そうごう
然うして,そうして,そうして
操縦,そうじゅう,そうじゅう
蔵相,ぞうしょう,ぞうしょう
装飾,そうしょく,そうしょく
騒動,そうどう,そうどう
遭難,そうなん,そうなん
相場,そうば,そうば
装備,そうび,そうび
創立,そうりつ,そうりつ
添える,そえる,そえる
即座に,そくざに,そくざに
即する,そくする,そくする
束縛,そくばく,そくばく
其処,そこ,そこ
其処で,そこで,そこで
損なう,そこなう,そこなう
其処ら,そこら,そこら
素材,そざい,そざい
阻止,そし,そし
然して,そして,そして
訴訟,そしょう,そしょう
育ち,そだち,そだち
措置,そち,そち
其方,そちら,そちら
ソックス,ソックス,そっくす
素っ気ない,そっけない,そっけない
率直,そっちょく,そっちょく
外方,そっぽ,そっぽ
備え付ける,そなえつける,そなえつける
園,その,その
その上,そのうえ,そのうえ
その内,そのうち,そのうち
その為,そのため,そのため
その他,そのほか,そのほか
其の儘,そのまま,そのまま
素朴,そぼく,そぼく
染まる,そまる,そまる
染める,そめる,そめる
逸らす,そらす,そらす
反り,そり,そり
剃る,そる,そる
其れ,それ,それ
其れから,それから,それから
夫れ夫れ,それぞれ,それぞれ
其れで,それで,それで
其れでは,それでは,それでは
其れでも,それでも,それでも
其れ共,それとも,それとも
其れに,それに,それに
それ程,それほど,それほど
それ故,それゆえ,それゆえ
ソロ,ソロ,そろ
揃い,そろい,そろい
ぞんざい,ぞんざい,ぞんざい
打,ダース,だーす
他意,たい,たい
第,だい,だい
第一,だいいち,だいいち
退化,たいか,たいか
大概,たいがい,たいがい
体格,たいかく,たいかく
大金,たいきん,たいきん
体験,たいけん,たいけん
退治,たいじ,たいじ
大事,だいじ,だいじ
対して,たいして,たいして
大衆,たいしゅう,たいしゅう
対処,たいしょ,たいしょ
退職,たいしょく,たいしょく
態勢,たいせい,たいせい
大胆,だいたん,だいたん
タイトル,タイトル,たいとる
台無し,だいなし,だいなし
滞納,たいのう,たいのう
対比,たいひ,たいひ
タイピスト,タイピスト,たいぴすと
大部,たいぶ,たいぶ
対辺,たいへん,たいへん
代弁,だいべん,だいべん
大便,だいべん,だいべん
待望,たいぼう,たいぼう
台本,だいほん,だいほん
タイマー,タイマー,たいまー
怠慢,たいまん,たいまん
タイミング,タイミング,たいみんぐ
タイム,タイム,たいむ
タイムリー,タイムリー,たいむりー
対面,たいめん,たいめん
タイヤ,タイヤ,たいや
代用,だいよう,だいよう
対立,たいりつ,たいりつ
体力,たいりょく,たいりょく
タイル,タイル,たいる
対話,たいわ,たいわ
ダウン,ダウン,だうん
絶える,たえる,たえる
耐える,たえる,たえる
高,たか,たか
打開,だかい,だかい
高まる,たかまる,たかまる
焚き火,たきび,たきび
妥協,だきょう,だきょう
類い,たぐい,たぐい
沢山,たくさん,たくさん
巧み,たくみ,たくみ
丈,たけ,たけ
丈,だけ,だけ
打撃,だげき,だげき
妥結,だけつ,だけつ
駄作,ださく,ださく
足し算,たしざん,たしざん
多数決,たすうけつ,たすうけつ
助け,たすけ,たすけ
立方,たちかた,たちかた
忽ち,たちまち,たちまち
立ち寄る,たちよる,たちよる
断つ,たつ,たつ
達者,たっしゃ,たっしゃ
脱出,だっしゅつ,だっしゅつ
達成,たっせい,たっせい
たった,たった,たった
盾,たて,たて
奉る,たてまつる,たてまつる
他動詞,たどうし,たどうし
例え,たとえ,たとえ
たどり着く,たどりつく,たどりつく
辿る,たどる,たどる
他人,たにん,たにん
楽しむ,たのしむ,たのしむ
頼み,たのみ,たのみ
煙草,たばこ,たばこ
度々,たびたび,たびたび
だぶだぶ,だぶだぶ,だぶだぶ
ダブる,ダブる,だぶる
他方,たほう,たほう
多忙,たぼう,たぼう
給う,たまう,たまう
騙す,だます,だます
偶に,たまに,たまに
堪らない,たまらない,たまらない
溜まり,たまり,たまり
賜る,たまわる,たまわる
例,ためし,ためし
躊躇う,ためらう,ためらう
保つ,たもつ,たもつ
容易い,たやすい,たやすい
だらけ,だらけ,だらけ
怠い,だるい,だるい
弛み,たるみ,たるみ
弛む,たるむ,たるむ
誰,だれ,だれ
垂れる,たれる,たれる
タレント,タレント,たれんと
タワー,タワー,たわー
反,たん,たん
嘆,たん,たん
壇,だん,だん
単一,たんいつ,たんいつ
担架,たんか,たんか
短歌,たんか,たんか
短気,たんき,たんき
団結,だんけつ,だんけつ
探検,たんけん,たんけん
断言,だんげん,だんげん
短縮,たんしゅく,たんしゅく
箪笥,たんす,たんす
断然,だんぜん,だんぜん
炭素,たんそ,たんそ
短大,たんだい,たんだい
段々,だんだん,だんだん
単調,たんちょう,たんちょう
単独,たんどく,たんどく
旦那,だんな,だんな
短波,たんぱ,たんぱ
タンパク質,タンパクしつ,たんぱくしつ
ダンプ,ダンプ,だんぷ
断面,だんめん,だんめん
チームワーク,チームワーク,ちーむわーく
治安,ちあん,ちあん
チェンジ,チェンジ,ちぇんじ
違える,ちがえる,ちがえる
近々,ちかぢか,ちかぢか
近づく,ちかづく,ちかづく
契る,ちぎる,ちぎる
畜産,ちくさん,ちくさん
畜生,ちくしょう,ちくしょう
蓄積,ちくせき,ちくせき
地形,ちけい,ちけい
知性,ちせい,ちせい
乳,ちち,ちち
縮まる,ちぢまる,ちぢまる
秩序,ちつじょ,ちつじょ
窒息,ちっそく,ちっそく
些とも,ちっとも,ちっとも
知的,ちてき,ちてき
地方,ちほう,ちほう
チャイム,チャイム,ちゃいむ
着,ちゃく,ちゃく
着手,ちゃくしゅ,ちゃくしゅ
着色,ちゃくしょく,ちゃくしょく
着席,ちゃくせき,ちゃくせき
着目,ちゃくもく,ちゃくもく
着陸,ちゃくりく,ちゃくりく
チャネル,チャネル,ちゃねる
茶の間,ちゃのま,ちゃのま
茶の湯,ちゃのゆ,ちゃのゆ
ちやほや,ちやほや,ちやほや
宙返り,ちゅうがえり,ちゅうがえり
忠告,ちゅうこく,ちゅうこく
忠実,ちゅうじつ,ちゅうじつ
中傷,ちゅうしょう,ちゅうしょう
中枢,ちゅうすう,ちゅうすう
抽選,ちゅうせん,ちゅうせん
中断,ちゅうだん,ちゅうだん
中毒,ちゅうどく,ちゅうどく
中立,ちゅうりつ,ちゅうりつ
中和,ちゅうわ,ちゅうわ
庁,ちょう,ちょう
腸,ちょう,ちょう
蝶,ちょう,ちょう
超,ちょう,ちょう
調印,ちょういん,ちょういん
聴覚,ちょうかく,ちょうかく
長官,ちょうかん,ちょうかん
徴収,ちょうしゅう,ちょうしゅう
聴診器,ちょうしんき,ちょうしんき
長大,ちょうだい,ちょうだい
丁々,ちょうちょう,ちょうちょう
調停,ちょうてい,ちょうてい
丁度,ちょうど,ちょうど
重複,ちょうふく,ちょうふく
長編,ちょうへん,ちょうへん
丁目,ちょうめ,ちょうめ
調理,ちょうり,ちょうり
調和,ちょうわ,ちょうわ
ちょくちょく,ちょくちょく,ちょくちょく
直面,ちょくめん,ちょくめん
貯蓄,ちょちく,ちょちく
直感,ちょっかん,ちょっかん
一寸,ちょっと,ちょっと
著名,ちょめい,ちょめい
ちらっと,ちらっと,ちらっと
ちり取り,ちりとり,ちりとり
治療,ちりょう,ちりょう
賃金,ちんぎん,ちんぎん
沈澱,ちんでん,ちんでん
沈黙,ちんもく,ちんもく
陳列,ちんれつ,ちんれつ
追跡,ついせき,ついせき
次いで,ついで,ついで
追放,ついほう,ついほう
費やす,ついやす,ついやす
墜落,ついらく,ついらく
通,つう,つう
痛感,つうかん,つうかん
通常,つうじょう,つうじょう
痛切,つうせつ,つうせつ
杖,つえ,つえ
使い道,つかいみち,つかいみち
仕える,つかえる,つかえる
司る,つかさどる,つかさどる
付き,つき,つき
付き合う,つきあう,つきあう
月並み,つきなみ,つきなみ
継ぎ目,つぎめ,つぎめ
尽きる,つきる,つきる
吐く,つく,つく
接ぐ,つぐ,つぐ
継ぐ,つぐ,つぐ
尽くす,つくす,つくす
作り,つくり,つくり
造り,つくり,つくり
作る,つくる,つくる
繕う,つくろう,つくろう
付け加える,つけくわえる,つけくわえる
告げる,つげる,つげる
辻褄,つじつま,つじつま
筒,つつ,つつ
突く,つつく,つつく
慎む,つつしむ,つつしむ
突っ張る,つっぱる,つっぱる
包む,つつむ,つつむ
伝言,つてこと,つてこと
勤まる,つとまる,つとまる
勤め先,つとめさき,つとめさき
努めて,つとめて,つとめて
津波,つなみ,つなみ
抓る,つねる,つねる
募る,つのる,つのる
唾,つば,つば
呟く,つぶやく,つぶやく
壺,つぼ,つぼ
蕾,つぼみ,つぼみ
躓く,つまずく,つまずく
摘む,つまむ,つまむ
詰らない,つまらない,つまらない
詰まり,つまり,つまり
積もり,つもり,つもり
露,つゆ,つゆ
強まる,つよまる,つよまる
